accession	E_or_T	total_intensity	more_info	layout	Stress	Normal	significant_difference	piechart_graphics	
14799.46_Da_E179 P38061_2full130_1G_P2_1T Ox	experimental	2451756698.33	Accession = E179; Aggregated Mass = 14799.4636549538; Aggregated Retention Time = 50.2395426083517; Total Intensity = 2451756698.33; Aggregated Component Count = 17; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 355-357; Charge State m/z (+21): 705.600778571521; RT (min): 49.9499525; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 349-351; Charge State m/z (+20): 740.82992; RT (min): 50.0000908333333\n\nQuantitation Results:Q-Value = 0.8249841722063944286166508388; Log2FC = -0.541001719510113; Significant = False; Stress Quantitative Component Count = 106; Normal Quantitative Component Count = 112; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+20): 740.96386; RT (min): 46.8541858333333	217	998686051.91	1453070646.42	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14881.42_Da_E241 P38061_2full130_1G_P1_1T Sulfate Adduct	experimental	219004470.23	Accession = E241; Aggregated Mass = 14881.4225854575; Aggregated Retention Time = 50.7299921462243; Total Intensity = 219004470.23; Aggregated Component Count = 9; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 360-362; Charge State m/z (+21): 709.50296; RT (min): 50.614295; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 360-362; Charge State m/z (+19): 784.08145; RT (min): 50.614295\n\nQuantitation Results:Q-Value = 0.9232111692844677137870855148; Log2FC = -0.699534187987982; Significant = False; Stress Quantitative Component Count = 25; Normal Quantitative Component Count = 38; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 369-371; Charge State m/z (+20): 745.06203; RT (min): 50.8604308333333	218	83654690.5447534	135659491.081401	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15204.8_Da_E108 P38754_2full138_1G_P2_1T Ox; Ammonia loss	experimental_below_quantification_threshold	20	Accession = E108; Aggregated Mass = 15204.7968287123; Aggregated Retention Time = 55.2190153949292; Total Intensity = 20; Aggregated Component Count = 25; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 388-390; Charge State m/z (+19): 801.15441; RT (min): 53.6731191666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 388-390; Charge State m/z (+19): 801.15441; RT (min): 53.6731191666667	219				
15231.77_Da_E591	experimental_below_quantification_threshold	20	Accession = E591; Aggregated Mass = 15231.7671045008; Aggregated Retention Time = 52.61292187697; Total Intensity = 20; Aggregated Component Count = 7; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 378-380; Charge State m/z (+18): 847.10444; RT (min): 52.2767525; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 381-383; Charge State m/z (+19): 802.62701; RT (min): 52.3304608333333	220				
15247.8_Da_E39 P38754_2full138_1G_P4_1T Acetyl	experimental	2382816038.05	Accession = E39; Aggregated Mass = 15247.8001811057; Aggregated Retention Time = 53.5764410832178; Total Intensity = 2382816038.05; Aggregated Component Count = 72; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 379-381; Charge State m/z (+18): 847.99616; RT (min): 52.4164908333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 379-381; Charge State m/z (+18): 847.99616; RT (min): 52.4164908333333\n\nQuantitation Results:Q-Value = 0.9376498800959232613908872902; Log2FC = -0.718992459195672; Significant = False; Stress Quantitative Component Count = 59; Normal Quantitative Component Count = 77; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 386-388; Charge State m/z (+18): 848.08544; RT (min): 53.2221933333333	221	900524241.5	1482291796.55	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15261.8_Da_E1848 P36105_2full138_1G_P4_1T Acetyl	experimental_below_quantification_threshold	20	Accession = E1848; Aggregated Mass = 15261.7960810706; Aggregated Retention Time = 59.856625; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract8_rep1_2-70-2-10; Scan Range: 437-439; Charge State m/z (+20): 763.99685; RT (min): 59.856625; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract8_rep1_2-70-2-10; Scan Range: 437-439; Charge State m/z (+17): 898.64207; RT (min): 59.856625	222				
15261.81_Da_E14 P36105_2full138_1G_P4_1T Acetyl	experimental	5361247219.67	Accession = E14; Aggregated Mass = 15261.8133415227; Aggregated Retention Time = 54.6675385993768; Total Intensity = 5361247219.67; Aggregated Component Count = 103; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 384-386; Charge State m/z (+18): 848.77447; RT (min): 53.1145216666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 384-386; Charge State m/z (+18): 848.77447; RT (min): 53.1145216666667\n\nQuantitation Results:Q-Value = 0.9445080091533180778032036613; Log2FC = -0.561492370753369; Significant = False; Stress Quantitative Component Count = 119; Normal Quantitative Component Count = 138; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 389-391; Charge State m/z (+19): 804.23976; RT (min): 53.621915	223	2165464885.59	3195782334.08	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15277.81_Da_E169 P36105_2full138_1G_P8_1T Acetyl; Ox	experimental	2277984854.39	Accession = E169; Aggregated Mass = 15277.8135419395; Aggregated Retention Time = 55.4960707751972; Total Intensity = 2277984854.39; Aggregated Component Count = 64; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 396-398; Charge State m/z (+19): 804.99696; RT (min): 56.2466675; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 402-404; Charge State m/z (+19): 804.99718; RT (min): 56.1962483333333\n\nQuantitation Results:Q-Value = 0.9631437294127098899333172651; Log2FC = -0.579358804132534; Significant = False; Stress Quantitative Component Count = 64; Normal Quantitative Component Count = 80; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep2_2-70-2-10; Scan Range: 392-394; Charge State m/z (+19): 805.0815; RT (min): 53.86972	224	913318312.55	1364666541.84	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15287.83_Da_E464	experimental_below_quantification_threshold	20	Accession = E464; Aggregated Mass = 15287.8297852834; Aggregated Retention Time = 53.7419798377296; Total Intensity = 20; Aggregated Component Count = 6; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 391-393; Charge State m/z (+18): 850.21942; RT (min): 53.6685716666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 392-394; Charge State m/z (+20): 765.298715642286; RT (min): 53.8016691666667	225				
15302.88_Da_E364 P38754_2full138_1G_P2_1T Ox; Ammonia loss; Acetone Artifact	experimental_below_quantification_threshold	20	Accession = E364; Aggregated Mass = 15302.8765977604; Aggregated Retention Time = 54.1511836229494; Total Intensity = 20; Aggregated Component Count = 8; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 389-391; Charge State m/z (+19): 806.31644; RT (min): 53.8128958333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 390-392; Charge State m/z (+19): 806.31634; RT (min): 53.95266	226				
15330.85_Da_E589 P61830_2full136_1G_P29_1T Methyl, Methyl, Methyl; Ox; Missing Alanine (A)	experimental_below_quantification_threshold	20	Accession = E589; Aggregated Mass = 15330.8508901739; Aggregated Retention Time = 52.7653682593747; Total Intensity = 20; Aggregated Component Count = 3; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 385-387; Charge State m/z (+18): 852.61; RT (min): 52.8693433333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 385-387; Charge State m/z (+18): 852.61; RT (min): 52.8693433333333	227				
15343.84_Da_E1125 P61830_2full136_1G_P1_1T Unmodified	experimental	38531212.8708365	Accession = E1125; Aggregated Mass = 15343.8360589121; Aggregated Retention Time = 62.97689; Total Intensity = 38531212.8708365; Aggregated Component Count = 1; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+21): 731.57068; RT (min): 62.97689; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 446-448; Charge State m/z (+21): 731.52285; RT (min): 62.8952075\n\nQuantitation Results:Q-Value = 0.6061634153237206672321176138; Log2FC = -2.02818428743639; Significant = False; Stress Quantitative Component Count = 9; Normal Quantitative Component Count = 31; Abundant Component for Manual Validation of Quantification: File: 10-17-15_B_fract7_rep1_2-70-2-10; Scan Range: 452-454; Charge State m/z (+21): 731.549967108448; RT (min): 61.892405	228	7616557.69652212	30944703.22	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15344.86_Da_E270	experimental_below_quantification_threshold	20	Accession = E270; Aggregated Mass = 15344.8613862145; Aggregated Retention Time = 53.3444518351077; Total Intensity = 20; Aggregated Component Count = 21; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 390-392; Charge State m/z (+18): 853.38782; RT (min): 53.5352591666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 389-391; Charge State m/z (+19): 808.57894; RT (min): 53.4021641666667	229				
15359.89_Da_E135 P36105_2full138_1G_P4_1T Acetyl; Acetone Artifact	experimental	528968560.596818	Accession = E135; Aggregated Mass = 15359.8854303584; Aggregated Retention Time = 53.9846357196975; Total Intensity = 528968560.596818; Aggregated Component Count = 20; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 390-392; Charge State m/z (+19): 809.31673; RT (min): 53.5352591666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 390-392; Charge State m/z (+19): 809.31673; RT (min): 53.5352591666667\n\nQuantitation Results:Q-Value = 0.4093270099367660343270099369; Log2FC = -1.52001591321912; Significant = True; Stress Quantitative Component Count = 10; Normal Quantitative Component Count = 106; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 357-359; Charge State m/z (+21): 732.60886; RT (min): 49.3551908333333	230	136757103.09	412756919.274965	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15385.85_Da_E921	experimental	62755584.19	Accession = E921; Aggregated Mass = 15385.8537825031; Aggregated Retention Time = 64.1116540430491; Total Intensity = 62755584.19; Aggregated Component Count = 10; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 464-466; Charge State m/z (+21): 733.57187; RT (min): 64.4398558333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 464-466; Charge State m/z (+21): 733.57187; RT (min): 64.4398558333333\n\nQuantitation Results:Q-Value = 0.5490041928721174004192872119; Log2FC = -1.57479670511025; Significant = True; Stress Quantitative Component Count = 17; Normal Quantitative Component Count = 52; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep1_2-70-2-10; Scan Range: 458-460; Charge State m/z (+20): 770.278335122167; RT (min): 62.7591683333333	231	16534310.3166838	46983629.58	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15397.89_Da_E672	experimental	65850243.6	Accession = E672; Aggregated Mass = 15397.8912094163; Aggregated Retention Time = 62.940955228222; Total Intensity = 65850243.6; Aggregated Component Count = 6; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 446-448; Charge State m/z (+20): 770.801052144108; RT (min): 62.8952075; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 446-448; Charge State m/z (+20): 770.801052144108; RT (min): 62.8952075\n\nQuantitation Results:Q-Value = 0.2792022792022792022792022788; Log2FC = -2.63268187531451; Significant = True; Stress Quantitative Component Count = 19; Normal Quantitative Component Count = 54; Abundant Component for Manual Validation of Quantification: File: 10-17-15_B_fract7_rep1_2-70-2-10; Scan Range: 452-454; Charge State m/z (+19): 811.45089; RT (min): 61.892405	232	10144126.4088353	56706634.35	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15412.9_Da_E366 P61830_2full136_1G_P40_1T Methyl, Methyl, Methyl; Methyl, Methyl; Missed Monoisotopic (-1)	experimental	183314970.61	Accession = E366; Aggregated Mass = 15412.8983293112; Aggregated Retention Time = 63.0436551506166; Total Intensity = 183314970.61; Aggregated Component Count = 15; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+22): 701.502681114725; RT (min): 62.97689; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+22): 701.502681114725; RT (min): 62.97689\n\nQuantitation Results:Q-Value = 0.2901816911250873515024458417; Log2FC = -1.83937058143838; Significant = True; Stress Quantitative Component Count = 37; Normal Quantitative Component Count = 87; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep1_2-70-2-10; Scan Range: 445-447; Charge State m/z (+20): 771.501435033034; RT (min): 61.0268966666667	233	40037877.29	143277093.32	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15426.92_Da_E177 P61830_2full136_1G_P43_1T Methyl, Methyl; Methyl, Methyl; Methyl, Methyl; Missed Monoisotopic (-1)	experimental	498740554.22	Accession = E177; Aggregated Mass = 15426.9156517404; Aggregated Retention Time = 63.2016367275963; Total Intensity = 498740554.22; Aggregated Component Count = 46; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 446-448; Charge State m/z (+21): 735.52706021272; RT (min): 62.8952075; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 452-454; Charge State m/z (+21): 735.527168866559; RT (min): 62.8438358333333\n\nQuantitation Results:Q-Value = 0.2765548567435359888190076868; Log2FC = -1.4599045664656; Significant = True; Stress Quantitative Component Count = 90; Normal Quantitative Component Count = 153; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep2_2-70-2-10; Scan Range: 438-440; Charge State m/z (+20): 772.25282; RT (min): 61.0589741666667	234	132965510.56	365775043.66	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15440.92_Da_E375	experimental	145152354.61	Accession = E375; Aggregated Mass = 15440.923873601; Aggregated Retention Time = 62.9451020504858; Total Intensity = 145152354.61; Aggregated Component Count = 10; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 446-448; Charge State m/z (+21): 736.19329; RT (min): 62.8952075; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+21): 736.19385; RT (min): 62.97689\n\nQuantitation Results:Q-Value = 0.2709750566893424036281179137; Log2FC = -2.32309102216968; Significant = True; Stress Quantitative Component Count = 36; Normal Quantitative Component Count = 70; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep1_2-70-2-10; Scan Range: 445-447; Charge State m/z (+21): 736.24172; RT (min): 61.0268966666667	235	24175812.86	120976541.75	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15454.93_Da_E565	experimental	97145206.6338347	Accession = E565; Aggregated Mass = 15454.9325232173; Aggregated Retention Time = 63.1326774938887; Total Intensity = 97145206.6338347; Aggregated Component Count = 10; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 447-449; Charge State m/z (+20): 773.65375; RT (min): 63.0282408333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+20): 773.65246; RT (min): 62.97689\n\nQuantitation Results:Q-Value = 0.334547662416514875531268974; Log2FC = -1.65091834309012; Significant = True; Stress Quantitative Component Count = 32; Normal Quantitative Component Count = 60; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 447-449; Charge State m/z (+20): 773.78195; RT (min): 61.1076741666667	236	24191944.0922021	73682077.91	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15468.92_Da_E616	experimental	188083843.42	Accession = E616; Aggregated Mass = 15468.9190731038; Aggregated Retention Time = 63.6120614431809; Total Intensity = 188083843.42; Aggregated Component Count = 29; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 447-449; Charge State m/z (+20): 774.35462; RT (min): 63.0282408333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 447-449; Charge State m/z (+20): 774.35462; RT (min): 63.0282408333333\n\nQuantitation Results:Q-Value = 0.8493805193093449321207328325; Log2FC = -0.584139524575035; Significant = False; Stress Quantitative Component Count = 56; Normal Quantitative Component Count = 88; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 447-449; Charge State m/z (+20): 774.48356; RT (min): 61.1076741666667	237	75323557.5190727	112824554.69	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15491.35_Da_E681	experimental	86731216.1442635	Accession = E681; Aggregated Mass = 15491.3497117445; Aggregated Retention Time = 71.0711964333544; Total Intensity = 86731216.1442635; Aggregated Component Count = 5; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 485-487; Charge State m/z (+12): 1291.95372628948; RT (min): 70.8555541666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 485-487; Charge State m/z (+12): 1291.95372628948; RT (min): 70.8555541666667\n\nQuantitation Results:Q-Value = 0.3015151515151515151515151519; Log2FC = -2.7526330289619; Significant = True; Stress Quantitative Component Count = 10; Normal Quantitative Component Count = 38; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 504-506; Charge State m/z (+14): 1107.62037; RT (min): 68.9417816666667	238	10495579.9617439	76748870.0454539	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15679.93_Da_E190 P04456_2full142_1G_P1_1T Missing Isoleucine (I)	experimental	721694314.48	Accession = E190; Aggregated Mass = 15679.9331371084; Aggregated Retention Time = 51.2615143463753; Total Intensity = 721694314.48; Aggregated Component Count = 32; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 373-375; Charge State m/z (+18): 871.94738; RT (min): 51.293615; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 373-375; Charge State m/z (+18): 871.94738; RT (min): 51.293615\n\nQuantitation Results:Q-Value = 0.3032813515269655620532813514; Log2FC = -2.52279236604963; Significant = True; Stress Quantitative Component Count = 12; Normal Quantitative Component Count = 47; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep2_2-70-2-10; Scan Range: 361-363; Charge State m/z (+19): 826.25595; RT (min): 49.740445	239	106966269.92	614728044.56	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15695.92_Da_E510	experimental	464051441.87	Accession = E510; Aggregated Mass = 15695.9223908141; Aggregated Retention Time = 50.5536315021281; Total Intensity = 464051441.87; Aggregated Component Count = 3; ; Lysine Count = 23; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 365-367; Charge State m/z (+19): 826.95009; RT (min): 50.2279558333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 364-366; Charge State m/z (+18): 872.833268480191; RT (min): 50.2663958333333\n\nQuantitation Results:Q-Value = 0.2824981844589687726942628904; Log2FC = -3.03827249715302; Significant = True; Stress Quantitative Component Count = 10; Normal Quantitative Component Count = 36; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 357-359; Charge State m/z (+19): 827.09766; RT (min): 49.1187866666667	240	50830310.5050472	413693544.61	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15711.95_Da_E1964 P04456_2full142_1G_P1_1T Missing Isoleucine (I); Ox; Ox	experimental_below_quantification_threshold	20	Accession = E1964; Aggregated Mass = 15711.9540221773; Aggregated Retention Time = 52.3999757753229; Total Intensity = 20; Aggregated Component Count = 2; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_6ug-ml_lock_rep2_2-70-2-10; Scan Range: 344-346; Charge State m/z (+19): 827.79395; RT (min): 52.4658883333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 347-349; Charge State m/z (+20): 786.79591; RT (min): 47.6145025	241				
15773.8_Da_E770	experimental	114150552.02	Accession = E770; Aggregated Mass = 15773.7973131755; Aggregated Retention Time = 51.1998988131403; Total Intensity = 114150552.02; Aggregated Component Count = 2; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 366-368; Charge State m/z (+19): 831.10171; RT (min): 50.5328125; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 367-369; Charge State m/z (+22): 717.861358600824; RT (min): 50.6661158333333\n\nQuantitation Results:Q-Value = 0.3020202020202020202020202021; Log2FC = 2.04071240679013; Significant = True; Stress Quantitative Component Count = 19; Normal Quantitative Component Count = 9; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 362-364; Charge State m/z (+21): 752.186571452571; RT (min): 50.0252808333333	242	91831488.14	22716170.9384605	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15793.01_Da_E55 P04456_2full142_1G_P1_1T Unmodified	experimental	3555835869.71	Accession = E55; Aggregated Mass = 15793.0126053666; Aggregated Retention Time = 51.5318727496029; Total Intensity = 3555835869.71; Aggregated Component Count = 80; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 354-355; Charge State m/z (+19): 832.05963; RT (min): 48.522205; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 354-355; Charge State m/z (+19): 832.05963; RT (min): 48.522205\n\nQuantitation Results:Q-Value = 0.4385964912280701754385964913; Log2FC = -1.33385793232448; Significant = False; Stress Quantitative Component Count = 66; Normal Quantitative Component Count = 174; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep2_2-70-2-10; Scan Range: 367-369; Charge State m/z (+18): 878.38512; RT (min): 50.5396666666667	243	1009963002.87	2545872866.84	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15793.03_Da_E1303 P04456_2full142_1G_P1_1T Unmodified	experimental_below_quantification_threshold	20	Accession = E1303; Aggregated Mass = 15793.0256025458; Aggregated Retention Time = 57.296945414461; Total Intensity = 20; Aggregated Component Count = 4; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 10-26-15_S_fract6_rep2_2-70-2-10; Scan Range: 417-419; Charge State m/z (+18): 878.230791224256; RT (min): 57.3191166666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+18): 878.22959; RT (min): 59.1914383333333	244				
15809.01_Da_E97 P04456_2full142_1G_P4_1T Ox	experimental	2489735666.33	Accession = E97; Aggregated Mass = 15809.0131565198; Aggregated Retention Time = 53.0931860433498; Total Intensity = 2489735666.33; Aggregated Component Count = 36; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 380-382; Charge State m/z (+19): 832.902448794243; RT (min): 53.27241; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 380-382; Charge State m/z (+19): 832.902448794243; RT (min): 53.27241\n\nQuantitation Results:Q-Value = 0.2802236198462613556953179598; Log2FC = -2.11809453135813; Significant = True; Stress Quantitative Component Count = 38; Normal Quantitative Component Count = 129; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 362-364; Charge State m/z (+18): 879.32962; RT (min): 49.7846991666667	245	466137715.47	2023597950.86	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
