accession	E_or_T	total_intensity	more_info	layout	
16908.79_Da_E1002	experimental	19854871.9	Accession = E1002; Aggregated Mass = 16908.786951747; Aggregated Retention Time = 68.2035023465865; Total Intensity = 19854871.9; Aggregated Component Count = 11; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 500-502; Charge State m/z (+15): 1128.12593; RT (min): 68.2188066666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 491-493; Charge State m/z (+15): 1128.12484; RT (min): 67.1246383333333	2118
16954.08_Da_E1270 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Acetone Artifact; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	5274849.44	Accession = E1270; Aggregated Mass = 16954.078834913; Aggregated Retention Time = 75.383859896607; Total Intensity = 5274849.44; Aggregated Component Count = 3; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 555-557; Charge State m/z (+13): 1305.08967; RT (min): 75.5506458333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 555-557; Charge State m/z (+13): 1305.08967; RT (min): 75.5506458333333	2119
16989.9_Da_E1329	experimental	4554777.63	Accession = E1329; Aggregated Mass = 16989.9026344448; Aggregated Retention Time = 71.2718177655933; Total Intensity = 4554777.63; Aggregated Component Count = 4; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 531-533; Charge State m/z (+17): 1000.29558; RT (min): 72.5245133333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 531-533; Charge State m/z (+17): 1000.29558; RT (min): 72.5245133333333	2120
16991.46_Da_E136 P05756_2full151_1G_P1_1T Unmodified	experimental	290498170.02	Accession = E136; Aggregated Mass = 16991.4631317297; Aggregated Retention Time = 59.4228462793687; Total Intensity = 290498170.02; Aggregated Component Count = 32; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 425-427; Charge State m/z (+19): 895.18738; RT (min): 59.2540775; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 425-427; Charge State m/z (+19): 895.18738; RT (min): 59.2540775	2121
17005.97_Da_E822 Q02642_2full157_1G_P7_1T Ammonia loss	experimental	17550579.54	Accession = E822; Aggregated Mass = 17005.9737173086; Aggregated Retention Time = 61.3204796268098; Total Intensity = 17550579.54; Aggregated Component Count = 5; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 451-453; Charge State m/z (+19): 895.900059172794; RT (min): 61.38992; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 451-453; Charge State m/z (+19): 895.900059172794; RT (min): 61.38992	2122
17007.48_Da_E167 P05756_2full151_1G_P2_1T Ox	experimental	182829085.15	Accession = E167; Aggregated Mass = 17007.4785698046; Aggregated Retention Time = 59.0866742023226; Total Intensity = 182829085.15; Aggregated Component Count = 14; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 425-427; Charge State m/z (+19): 896.03142; RT (min): 59.2540775; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 425-427; Charge State m/z (+19): 896.03142; RT (min): 59.2540775	2123
17022.23_Da_E973	experimental	3770316.82	Accession = E973; Aggregated Mass = 17022.2312750997; Aggregated Retention Time = 54.7580966666667; Total Intensity = 3770316.82; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 396-398; Charge State m/z (+22): 774.6995; RT (min): 54.7580966666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 406-408; Charge State m/z (+21): 811.54058; RT (min): 55.676595	2124
17023.02_Da_E74 Q02642_2full157_1G_P1_1T Unmodified	experimental	1499554193.64	Accession = E74; Aggregated Mass = 17023.0154552428; Aggregated Retention Time = 61.6180046395189; Total Intensity = 1499554193.64; Aggregated Component Count = 56; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 439-441; Charge State m/z (+19): 896.797149254088; RT (min): 61.3148458333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 451-453; Charge State m/z (+19): 896.797161270125; RT (min): 61.38992	2125
17023.48_Da_E259 P05756_2full151_1G_P8_1T Ox; Ox	experimental	180126968.47	Accession = E259; Aggregated Mass = 17023.4754489149; Aggregated Retention Time = 58.8107047474542; Total Intensity = 180126968.47; Aggregated Component Count = 21; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 414-416; Charge State m/z (+20): 852.0807; RT (min): 58.64022; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 414-416; Charge State m/z (+20): 852.0807; RT (min): 58.64022	2126
17025.21_Da_E633	experimental	45126577.14	Accession = E633; Aggregated Mass = 17025.2052379209; Aggregated Retention Time = 56.1128885527394; Total Intensity = 45126577.14; Aggregated Component Count = 9; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 401-403; Charge State m/z (+21): 811.63661; RT (min): 55.42423; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 401-403; Charge State m/z (+21): 811.63661; RT (min): 55.42423	2127
17027.38_Da_E808	experimental	19970368	Accession = E808; Aggregated Mass = 17027.3837650624; Aggregated Retention Time = 70.8179077951802; Total Intensity = 19970368; Aggregated Component Count = 9; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+15): 1136.03275; RT (min): 71.1604091666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+15): 1136.03275; RT (min): 71.1604091666667	2128
17038.23_Da_E570	experimental	45026310.58	Accession = E570; Aggregated Mass = 17038.225147346; Aggregated Retention Time = 55.2871613553595; Total Intensity = 45026310.58; Aggregated Component Count = 7; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 399-401; Charge State m/z (+22): 775.42538; RT (min): 55.1578166666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 406-408; Charge State m/z (+21): 812.25686; RT (min): 55.676595	2129
17039.02_Da_E239 Q02642_2full157_1G_P2_1T Ox	experimental	209169662.17	Accession = E239; Aggregated Mass = 17039.0228279154; Aggregated Retention Time = 61.2945239042931; Total Intensity = 209169662.17; Aggregated Component Count = 23; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 450-452; Charge State m/z (+19): 897.639346464467; RT (min): 61.2565908333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 450-452; Charge State m/z (+19): 897.639346464467; RT (min): 61.2565908333333	2130
17042.2_Da_E293 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	178072912.12	Accession = E293; Aggregated Mass = 17042.2026643678; Aggregated Retention Time = 76.1881405946004; Total Intensity = 178072912.12; Aggregated Component Count = 21; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 559-561; Charge State m/z (+11): 1550.20723; RT (min): 76.5909891666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 559-561; Charge State m/z (+11): 1550.20723; RT (min): 76.5909891666667	2131
17055.01_Da_E1384 Q02642_2full157_1G_P20_1T Ox; Ox	experimental	6107123.97	Accession = E1384; Aggregated Mass = 17055.0093256935; Aggregated Retention Time = 59.660162620206; Total Intensity = 6107123.97; Aggregated Component Count = 6; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 09-10-15_7-stress_rep1_2-70-2-10; Scan Range: 420-422; Charge State m/z (+19): 898.481; RT (min): 59.6249933333333; Abundant Component for Manual Validation of Identification Validation: File: 09-10-15_7-stress_rep1_2-70-2-10; Scan Range: 420-422; Charge State m/z (+19): 898.481; RT (min): 59.6249933333333	2132
17058.2_Da_E658	experimental	48165616.22	Accession = E658; Aggregated Mass = 17058.2031614863; Aggregated Retention Time = 76.2916307311246; Total Intensity = 48165616.22; Aggregated Component Count = 12; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 557-559; Charge State m/z (+11): 1551.66063; RT (min): 76.3245291666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 558-560; Charge State m/z (+11): 1551.66167; RT (min): 76.45765	2133
17064.25_Da_E171	experimental	605527134.36	Accession = E171; Aggregated Mass = 17064.250037776; Aggregated Retention Time = 56.1376206573622; Total Intensity = 605527134.36; Aggregated Component Count = 44; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+21): 813.54327; RT (min): 54.6250025; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+21): 813.54327; RT (min): 54.6250025	2134
17082.28_Da_E17	experimental	9062108896.98	Accession = E17; Aggregated Mass = 17082.2763804225; Aggregated Retention Time = 57.1534051704585; Total Intensity = 9062108896.98; Aggregated Component Count = 168; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 399-401; Charge State m/z (+21): 814.40139; RT (min): 55.1578166666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 399-401; Charge State m/z (+21): 814.40139; RT (min): 55.1578166666667	2135
17083.26_Da_E1021	experimental	6228239.05	Accession = E1021; Aggregated Mass = 17083.2576720793; Aggregated Retention Time = 61.7532598187758; Total Intensity = 6228239.05; Aggregated Component Count = 2; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 449-451; Charge State m/z (+21): 814.39924; RT (min): 61.4243375; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 489-491; Charge State m/z (+14): 1221.12811; RT (min): 66.7530616666667	2136
17098.28_Da_E261 P0CX56_2full146_2G_P7_1T Acetyl; Methyl; Deamidation	experimental	419120698.66	Accession = E261; Aggregated Mass = 17098.2761100439; Aggregated Retention Time = 56.5116370901163; Total Intensity = 419120698.66; Aggregated Component Count = 53; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 407-409; Charge State m/z (+22): 778.15628; RT (min): 57.7091508333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 407-409; Charge State m/z (+22): 778.15628; RT (min): 57.7091508333333	2137
17121.08_Da_E1251 Q02642_2full157_1G_P1_1T Acetone Artifact	experimental	1996147.55	Accession = E1251; Aggregated Mass = 17121.07823306; Aggregated Retention Time = 61.789495; Total Intensity = 1996147.55; Aggregated Component Count = 1; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 454-456; Charge State m/z (+19): 901.9584; RT (min): 61.789495; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 454-456; Charge State m/z (+19): 901.9584; RT (min): 61.789495	2138
17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	199270906.95	Accession = E303; Aggregated Mass = 17122.1681843155; Aggregated Retention Time = 75.8379654272908; Total Intensity = 199270906.95; Aggregated Component Count = 19; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 556-558; Charge State m/z (+11): 1557.47688362597; RT (min): 76.1911908333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 556-558; Charge State m/z (+11): 1557.47688362597; RT (min): 76.1911908333333	2139
17138.19_Da_E651	experimental	27078911.78	Accession = E651; Aggregated Mass = 17138.1925036357; Aggregated Retention Time = 76.000898926529; Total Intensity = 27078911.78; Aggregated Component Count = 6; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 558-560; Charge State m/z (+11): 1558.93528; RT (min): 76.0525191666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 555-557; Charge State m/z (+11): 1558.93068; RT (min): 76.0580633333333	2140
17154.71_Da_E1557	experimental	867593.8	Accession = E1557; Aggregated Mass = 17154.7059355781; Aggregated Retention Time = 63.3907308333333; Total Intensity = 867593.8; Aggregated Component Count = 1; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 465-467; Charge State m/z (+20): 858.59223; RT (min): 63.3907308333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 466-468; Charge State m/z (+19): 903.83389; RT (min): 63.5239125	2141
17165.34_Da_E471	experimental	39250094.3	Accession = E471; Aggregated Mass = 17165.3351794735; Aggregated Retention Time = 56.1354578646884; Total Intensity = 39250094.3; Aggregated Component Count = 5; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 407-409; Charge State m/z (+22): 781.20464; RT (min): 56.2234566666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 406-408; Charge State m/z (+22): 781.20319; RT (min): 56.0901441666667	2142
17180.34_Da_E203	experimental	176445146.46	Accession = E203; Aggregated Mass = 17180.3375419815; Aggregated Retention Time = 56.3517009337173; Total Intensity = 176445146.46; Aggregated Component Count = 10; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 406-408; Charge State m/z (+21): 819.0714; RT (min): 56.0901441666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 406-408; Charge State m/z (+21): 819.0714; RT (min): 56.0901441666667	2143
17181.76_Da_E1275	experimental	4263880.5	Accession = E1275; Aggregated Mass = 17181.7626390073; Aggregated Retention Time = 63.3178950542508; Total Intensity = 4263880.5; Aggregated Component Count = 3; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 464-466; Charge State m/z (+20): 859.99703; RT (min): 63.3920758333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 464-466; Charge State m/z (+20): 859.99703; RT (min): 63.3920758333333	2144
17199.76_Da_E184	experimental	128551349.53	Accession = E184; Aggregated Mass = 17199.7645534383; Aggregated Retention Time = 63.4009227209675; Total Intensity = 128551349.53; Aggregated Component Count = 16; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 464-466; Charge State m/z (+20): 860.845; RT (min): 63.3920758333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 466-468; Charge State m/z (+19): 906.09982; RT (min): 63.5239125	2145
17215.76_Da_E605	experimental	38510730.66	Accession = E605; Aggregated Mass = 17215.7558975652; Aggregated Retention Time = 63.2466323771434; Total Intensity = 38510730.66; Aggregated Component Count = 10; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 465-467; Charge State m/z (+19): 906.94132; RT (min): 63.3907308333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 465-467; Charge State m/z (+19): 906.94132; RT (min): 63.3907308333333	2146
17236.11_Da_E782 P36010_2full153_1G_P1_1T Acetyl	experimental	13337571.68	Accession = E782; Aggregated Mass = 17236.1117287191; Aggregated Retention Time = 58.6922845745586; Total Intensity = 13337571.68; Aggregated Component Count = 3; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 429-431; Charge State m/z (+19): 908.06556; RT (min): 58.7601191666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 429-431; Charge State m/z (+19): 908.06556; RT (min): 58.7601191666667	2147
17256.04_Da_E957	experimental	10826470.55	Accession = E957; Aggregated Mass = 17256.0363119007; Aggregated Retention Time = 72.0559930491617; Total Intensity = 10826470.55; Aggregated Component Count = 5; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 531-533; Charge State m/z (+16): 1079.38541; RT (min): 72.5245133333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 531-533; Charge State m/z (+16): 1079.38541; RT (min): 72.5245133333333	2148
17260.21_Da_E204	experimental	237429508.97	Accession = E204; Aggregated Mass = 17260.2130916584; Aggregated Retention Time = 55.5556959919767; Total Intensity = 237429508.97; Aggregated Component Count = 13; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 404-406; Charge State m/z (+21): 822.87439; RT (min): 55.4069616666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 404-406; Charge State m/z (+21): 822.87439; RT (min): 55.4069616666667	2149
17292.54_Da_E748	experimental	25448224.17	Accession = E748; Aggregated Mass = 17292.5369848782; Aggregated Retention Time = 71.0076087301882; Total Intensity = 25448224.17; Aggregated Component Count = 8; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+15): 1153.7766; RT (min): 71.1604091666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+15): 1153.7766; RT (min): 71.1604091666667	2150
17297.82_Da_E1545	experimental	907158.52	Accession = E1545; Aggregated Mass = 17297.8183815823; Aggregated Retention Time = 64.7239991666667; Total Intensity = 907158.52; Aggregated Component Count = 1; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 475-477; Charge State m/z (+19): 911.26051; RT (min): 64.7239991666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 464-466; Charge State m/z (+20): 865.79907; RT (min): 63.3920758333333	2151
17302.55_Da_E1541	experimental	1558488.34	Accession = E1541; Aggregated Mass = 17302.5487542081; Aggregated Retention Time = 66.1648977020922; Total Intensity = 1558488.34; Aggregated Component Count = 2; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 476-478; Charge State m/z (+17): 1018.68679; RT (min): 66.2447166666667; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 489-491; Charge State m/z (+18): 962.26025; RT (min): 66.45314	2152
17308.36_Da_E603 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	41363754.25	Accession = E603; Aggregated Mass = 17308.3571922883; Aggregated Retention Time = 76.39817879366; Total Intensity = 41363754.25; Aggregated Component Count = 8; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 559-561; Charge State m/z (+11): 1574.40278; RT (min): 76.5909891666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 559-561; Charge State m/z (+11): 1574.40278; RT (min): 76.5909891666667	2153
17319.57_Da_E254 P23301_2full157_1G_P74_1T Acetyl; Hypusine	experimental	270047027.62	Accession = E254; Aggregated Mass = 17319.5724062742; Aggregated Retention Time = 66.3544006109846; Total Intensity = 270047027.62; Aggregated Component Count = 22; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 488-490; Charge State m/z (+17): 1019.688; RT (min): 66.3197983333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 489-491; Charge State m/z (+17): 1019.68802; RT (min): 66.45314	2154
17322.17_Da_E768	experimental	12107370.87	Accession = E768; Aggregated Mass = 17322.1671018639; Aggregated Retention Time = 59.0030929505849; Total Intensity = 12107370.87; Aggregated Component Count = 3; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 396-398; Charge State m/z (+21): 825.82449; RT (min): 58.9866608333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 396-398; Charge State m/z (+21): 825.82449; RT (min): 58.9866608333333	2155
17324.4_Da_E912	experimental	7944722.06	Accession = E912; Aggregated Mass = 17324.397419082; Aggregated Retention Time = 76.5207895745174; Total Intensity = 7944722.06; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 558-560; Charge State m/z (+11): 1575.86118; RT (min): 76.45765; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 558-560; Charge State m/z (+11): 1575.86118; RT (min): 76.45765	2156
17334.65_Da_E507	experimental	25806341.37	Accession = E507; Aggregated Mass = 17334.6536445648; Aggregated Retention Time = 66.4753461493465; Total Intensity = 25806341.37; Aggregated Component Count = 5; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 487-489; Charge State m/z (+17): 1020.63253; RT (min): 66.1866708333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 495-497; Charge State m/z (+18): 963.92427; RT (min): 67.395195	2157
17336.57_Da_E683	experimental	45163038.11	Accession = E683; Aggregated Mass = 17336.5718205429; Aggregated Retention Time = 66.2951413871172; Total Intensity = 45163038.11; Aggregated Component Count = 12; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract9_rep1_2-70-2-10; Scan Range: 485-487; Charge State m/z (+17): 1020.68612; RT (min): 65.757165; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 487-489; Charge State m/z (+17): 1020.63253; RT (min): 66.1866708333333	2158
17338.16_Da_E1464	experimental	1152847.02	Accession = E1464; Aggregated Mass = 17338.1580491519; Aggregated Retention Time = 57.7873866666667; Total Intensity = 1152847.02; Aggregated Component Count = 1; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 387-389; Charge State m/z (+20): 867.81495; RT (min): 57.7873866666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 387-389; Charge State m/z (+20): 867.81495; RT (min): 57.7873866666667	2159
17351.6_Da_E1551	experimental	875969.15	Accession = E1551; Aggregated Mass = 17351.601240936; Aggregated Retention Time = 66.2447166666667; Total Intensity = 875969.15; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 476-478; Charge State m/z (+18): 964.92944; RT (min): 66.2447166666667; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 474-476; Charge State m/z (+18): 964.92716; RT (min): 65.9782441666667	2160
17385.08_Da_E852	experimental	5940803.13	Accession = E852; Aggregated Mass = 17385.076243361; Aggregated Retention Time = 68.9718536718535; Total Intensity = 5940803.13; Aggregated Component Count = 2; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 503-505; Charge State m/z (+16): 1087.51177; RT (min): 68.7233816666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 503-505; Charge State m/z (+16): 1087.51177; RT (min): 68.7233816666667	2161
17388.33_Da_E668 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	experimental	20939961.71	Accession = E668; Aggregated Mass = 17388.3336147554; Aggregated Retention Time = 76.2739446511711; Total Intensity = 20939961.71; Aggregated Component Count = 3; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 556-558; Charge State m/z (+11): 1581.6736; RT (min): 76.1911908333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 556-558; Charge State m/z (+11): 1581.6736; RT (min): 76.1911908333333	2162
